,Дата,ФУНТ СТЕРЛИНГОВ,ДИРХАМ ОАЭ,ДОЛЛАР США,ЕВРО,РОССИЙСКИЙ РУБЛЬ,ТУРЕЦКАЯ ЛИРА,"Размер ставки, %","Коридор базовой ставки, %"
725,2017-08-27,427.08,90.63,332.85,392.86,5.63,95.69,10.25,"9,25 - 11,25"
726,2017-08-28,427.08,90.63,332.85,392.86,5.63,95.69,10.25,"9,25 - 11,25"
727,2017-08-29,430.04,90.8,333.44,397.89,5.71,96.71,10.25,"9,25 - 11,25"
728,2017-08-30,433.97,91.14,334.7,402.91,5.69,97.05,10.25,"9,25 - 11,25"
729,2017-08-31,433.97,91.14,334.7,402.91,5.69,97.05,10.25,"9,25 - 11,25"
730,2017-09-01,434.24,91.77,337.04,400.2,5.77,97.33,10.25,"9,25 - 11,25"
731,2017-09-02,434.24,91.77,337.04,400.2,5.77,97.33,10.25,"9,25 - 11,25"
732,2017-09-03,434.24,91.77,337.04,400.2,5.77,97.33,10.25,"9,25 - 11,25"
733,2017-09-04,434.24,91.77,337.04,400.2,5.77,97.33,10.25,"9,25 - 11,25"
734,2017-09-05,437.89,92.08,338.22,402.89,5.84,98.43,10.25,"9,25 - 11,25"
735,2017-09-06,440.44,92.73,340.58,404.68,5.89,98.8,10.25,"9,25 - 11,25"
736,2017-09-07,444.61,92.91,341.22,407.31,5.94,99.03,10.25,"9,25 - 11,25"
737,2017-09-08,440.15,91.66,336.66,403.18,5.9,98.31,10.25,"9,25 - 11,25"
738,2017-09-09,439.66,91.02,334.29,403.12,5.86,98.0,10.25,"9,25 - 11,25"
739,2017-09-10,439.66,91.02,334.29,403.12,5.86,98.0,10.25,"9,25 - 11,25"
740,2017-09-11,439.66,91.02,334.29,403.12,5.86,98.0,10.25,"9,25 - 11,25"
741,2017-09-12,444.34,91.61,336.49,404.43,5.89,99.17,10.25,"9,25 - 11,25"
742,2017-09-13,448.97,92.21,338.67,405.02,5.89,98.65,10.25,"9,25 - 11,25"
743,2017-09-14,451.08,92.57,340.0,407.05,5.88,98.89,10.25,"9,25 - 11,25"
744,2017-09-15,446.33,92.04,338.08,402.08,5.87,97.85,10.25,"9,25 - 11,25"
745,2017-09-16,460.36,92.27,338.9,404.61,5.89,98.54,10.25,"9,25 - 11,25"
746,2017-09-17,460.36,92.27,338.9,404.61,5.89,98.54,10.25,"9,25 - 11,25"
747,2017-09-18,460.36,92.27,338.9,404.61,5.89,98.54,10.25,"9,25 - 11,25"
748,2017-09-19,460.52,92.57,340.02,406.26,5.9,98.28,10.25,"9,25 - 11,25"
749,2017-09-20,460.32,92.83,340.95,408.73,5.87,97.52,10.25,"9,25 - 11,25"
750,2017-09-21,462.78,93.01,341.61,410.27,5.9,98.31,10.25,"9,25 - 11,25"
751,2017-09-22,459.23,92.67,340.35,405.46,5.87,97.05,10.25,"9,25 - 11,25"
752,2017-09-23,461.22,92.6,340.11,407.93,5.91,97.65,10.25,"9,25 - 11,25"
753,2017-09-24,461.22,92.6,340.11,407.93,5.91,97.65,10.25,"9,25 - 11,25"
754,2017-09-25,461.22,92.6,340.11,407.93,5.91,97.65,10.25,"9,25 - 11,25"
755,2017-09-26,461.5,92.91,341.27,405.6,5.96,97.09,10.25,"9,25 - 11,25"
756,2017-09-27,457.14,92.49,339.68,401.13,5.9,96.12,10.25,"9,25 - 11,25"
757,2017-09-28,455.38,92.56,339.91,399.26,5.84,95.07,10.25,"9,25 - 11,25"
758,2017-09-29,455.12,92.68,340.43,400.52,5.85,95.44,10.25,"9,25 - 11,25"
759,2017-09-30,456.31,92.9,341.19,402.64,5.9,95.97,10.25,"9,25 - 11,25"
760,2017-10-01,456.31,92.9,341.19,402.64,5.9,95.97,10.25,"9,25 - 11,25"
761,2017-10-02,456.31,92.9,341.19,402.64,5.9,95.97,10.25,"9,25 - 11,25"
762,2017-10-03,453.88,92.92,341.24,400.27,5.9,95.37,10.25,"9,25 - 11,25"
763,2017-10-04,453.42,93.22,342.36,401.79,5.9,95.52,10.25,"9,25 - 11,25"
764,2017-10-05,456.11,93.57,343.61,404.26,5.95,96.27,10.25,"9,25 - 11,25"
765,2017-10-06,455.12,93.94,345.0,405.75,6.0,96.69,10.25,"9,25 - 11,25"
766,2017-10-07,448.89,93.57,343.66,402.22,5.95,95.11,10.25,"9,25 - 11,25"
767,2017-10-08,448.89,93.57,343.66,402.22,5.95,95.11,10.25,"9,25 - 11,25"
768,2017-10-09,448.89,93.57,343.66,402.22,5.95,95.11,10.25,"9,25 - 11,25"
769,2017-10-10,449.59,93.11,341.97,401.58,5.86,92.67,10.25,"9,25 - 11,25"
770,2017-10-11,445.17,91.9,337.48,398.13,5.83,91.68,10.25,"9,25 - 11,25"
771,2017-10-12,442.48,91.35,335.54,396.14,5.8,91.3,10.25,"9,25 - 11,25"
772,2017-10-13,441.81,91.01,334.25,396.15,5.79,91.75,10.25,"9,25 - 11,25"
773,2017-10-14,443.5,90.99,334.21,395.27,5.79,91.54,10.25,"9,25 - 11,25"
774,2017-10-15,443.5,90.99,334.21,395.27,5.79,91.54,10.25,"9,25 - 11,25"
775,2017-10-16,443.5,90.99,334.21,395.27,5.79,91.54,10.25,"9,25 - 11,25"
776,2017-10-17,442.86,90.67,333.03,392.61,5.82,91.37,10.25,"9,25 - 11,25"
777,2017-10-18,441.96,90.82,333.53,392.1,5.82,91.42,10.25,"9,25 - 11,25"
778,2017-10-19,439.14,90.82,333.57,391.81,5.81,90.53,10.25,"9,25 - 11,25"
779,2017-10-20,439.59,90.97,334.11,394.65,5.81,91.3,10.25,"9,25 - 11,25"
780,2017-10-21,441.34,91.28,335.24,395.82,5.82,91.52,10.25,"9,25 - 11,25"
781,2017-10-22,441.34,91.28,335.24,395.82,5.82,91.52,10.25,"9,25 - 11,25"
782,2017-10-23,441.34,91.28,335.24,395.82,5.82,91.52,10.25,"9,25 - 11,25"
783,2017-10-24,442.65,91.49,336.05,394.49,5.85,90.8,10.25,"9,25 - 11,25"
784,2017-10-25,441.38,91.2,334.94,393.96,5.83,90.18,10.25,"9,25 - 11,25"
785,2017-10-26,440.01,90.65,332.94,391.8,5.78,89.1,10.25,"9,25 - 11,25"
786,2017-10-27,441.31,90.9,333.87,394.23,5.79,88.43,10.25,"9,25 - 11,25"
787,2017-10-28,437.9,91.05,334.4,389.04,5.75,87.76,10.25,"9,25 - 11,25"
788,2017-10-29,437.9,91.05,334.4,389.04,5.75,87.76,10.25,"9,25 - 11,25"
789,2017-10-30,437.9,91.05,334.4,389.04,5.75,87.76,10.25,"9,25 - 11,25"
790,2017-10-31,439.64,90.94,334.0,388.81,5.78,88.55,10.25,"9,25 - 11,25"
791,2017-11-01,441.92,91.14,334.71,389.27,5.75,88.59,10.25,"9,25 - 11,25"
792,2017-11-02,445.7,91.25,335.14,389.9,5.76,87.68,10.25,"9,25 - 11,25"
793,2017-11-03,443.6,91.26,335.15,390.15,5.76,88.05,10.25,"9,25 - 11,25"
794,2017-11-04,436.57,90.97,334.1,389.06,5.71,87.31,10.25,"9,25 - 11,25"
795,2017-11-05,436.57,90.97,334.1,389.06,5.71,87.31,10.25,"9,25 - 11,25"
796,2017-11-06,436.57,90.97,334.1,389.06,5.71,87.31,10.25,"9,25 - 11,25"
797,2017-11-07,438.32,91.08,334.52,388.14,5.68,86.66,10.25,"9,25 - 11,25"
798,2017-11-08,437.7,90.64,332.9,385.0,5.67,86.17,10.25,"9,25 - 11,25"
799,2017-11-09,438.36,90.89,333.76,386.93,5.63,85.69,10.25,"9,25 - 11,25"
800,2017-11-10,435.95,90.66,332.99,386.27,5.61,86.25,10.25,"9,25 - 11,25"
801,2017-11-11,437.26,90.55,332.57,387.71,5.61,85.96,10.25,"9,25 - 11,25"
802,2017-11-12,437.26,90.55,332.57,387.71,5.61,85.96,10.25,"9,25 - 11,25"
803,2017-11-13,437.26,90.55,332.57,387.71,5.61,85.96,10.25,"9,25 - 11,25"
804,2017-11-14,435.02,90.59,332.74,387.38,5.6,85.74,10.25,"9,25 - 11,25"
805,2017-11-15,435.88,90.62,332.86,389.88,5.59,86.12,10.25,"9,25 - 11,25"
806,2017-11-16,437.16,90.6,332.72,393.84,5.52,85.66,10.25,"9,25 - 11,25"
807,2017-11-17,438.21,90.5,332.38,391.28,5.55,86.08,10.25,"9,25 - 11,25"
808,2017-11-18,440.01,90.45,332.21,391.74,5.57,85.46,10.25,"9,25 - 11,25"
809,2017-11-19,440.01,90.45,332.21,391.74,5.57,85.46,10.25,"9,25 - 11,25"
810,2017-11-20,440.01,90.45,332.21,391.74,5.57,85.46,10.25,"9,25 - 11,25"
811,2017-11-21,439.37,90.12,331.0,390.32,5.59,85.27,10.25,"9,25 - 11,25"
812,2017-11-22,437.27,89.93,330.29,387.27,5.56,83.58,10.25,"9,25 - 11,25"
813,2017-11-23,437.38,89.91,330.22,388.07,5.6,83.35,10.25,"9,25 - 11,25"
814,2017-11-24,439.13,89.85,330.0,390.72,5.65,84.32,10.25,"9,25 - 11,25"
815,2017-11-25,440.24,89.96,330.39,392.04,5.65,83.78,10.25,"9,25 - 11,25"
816,2017-11-26,440.24,89.96,330.39,392.04,5.65,83.78,10.25,"9,25 - 11,25"
817,2017-11-27,440.24,89.96,330.39,392.04,5.65,83.78,10.25,"9,25 - 11,25"
818,2017-11-28,441.29,90.03,330.65,394.5,5.68,83.99,10.25,"9,25 - 11,25"
819,2017-11-29,440.96,90.26,331.5,394.15,5.68,84.41,10.25,"9,25 - 11,25"
820,2017-11-30,444.19,90.29,331.61,393.42,5.69,83.93,10.25,"9,25 - 11,25"
821,2017-12-01,445.46,90.18,331.22,391.4,5.65,83.97,10.25,"9,25 - 11,25"
822,2017-12-02,445.46,90.18,331.22,391.4,5.65,83.97,10.25,"9,25 - 11,25"
823,2017-12-03,445.46,90.18,331.22,391.4,5.65,83.97,10.25,"9,25 - 11,25"
824,2017-12-04,445.46,90.18,331.22,391.4,5.65,83.97,10.25,"9,25 - 11,25"
825,2017-12-05,446.98,90.6,332.75,394.51,5.65,84.84,10.25,"9,25 - 11,25"
826,2017-12-06,446.91,90.67,332.99,394.69,5.68,85.93,10.25,"9,25 - 11,25"
827,2017-12-07,446.36,90.8,333.43,394.21,5.65,86.53,10.25,"9,25 - 11,25"
828,2017-12-08,448.16,91.19,334.85,394.79,5.66,86.77,10.25,"9,25 - 11,25"
829,2017-12-09,450.46,91.05,334.32,392.29,5.63,86.55,10.25,"9,25 - 11,25"
830,2017-12-10,450.46,91.05,334.32,392.29,5.63,86.55,10.25,"9,25 - 11,25"
831,2017-12-11,450.46,91.05,334.32,392.29,5.63,86.55,10.25,"9,25 - 11,25"
832,2017-12-12,447.79,91.23,335.05,395.12,5.66,87.5,10.25,"9,25 - 11,25"
833,2017-12-13,446.32,91.18,334.85,394.29,5.69,87.47,10.25,"9,25 - 11,25"
834,2017-12-14,447.63,91.32,335.38,394.07,5.67,87.27,10.25,"9,25 - 11,25"
835,2017-12-15,450.57,91.21,334.92,395.88,5.71,87.53,10.25,"9,25 - 11,25"
836,2017-12-16,450.28,91.33,335.33,395.49,5.7,86.81,10.25,"9,25 - 11,25"
837,2017-12-17,450.28,91.33,335.33,395.49,5.7,86.81,10.25,"9,25 - 11,25"
838,2017-12-18,450.28,91.33,335.33,395.49,5.7,86.81,10.25,"9,25 - 11,25"
839,2017-12-19,450.28,91.33,335.33,395.49,5.7,86.81,10.25,"9,25 - 11,25"
840,2017-12-20,450.28,91.33,335.33,395.49,5.7,86.81,10.25,"9,25 - 11,25"
841,2017-12-21,449.51,91.42,335.68,397.38,5.72,87.62,10.25,"9,25 - 11,25"
842,2017-12-22,447.17,91.0,334.13,396.91,5.71,87.39,10.25,"9,25 - 11,25"
843,2017-12-23,445.39,90.6,332.68,394.16,5.7,87.27,10.25,"9,25 - 11,25"
844,2017-12-24,445.39,90.6,332.68,394.16,5.7,87.27,10.25,"9,25 - 11,25"
845,2017-12-25,445.39,90.6,332.68,394.16,5.7,87.27,10.25,"9,25 - 11,25"
846,2017-12-26,446.05,90.77,333.32,395.45,5.74,87.49,10.25,"9,25 - 11,25"
847,2017-12-27,444.03,90.51,332.36,394.05,5.76,87.27,10.25,"9,25 - 11,25"
848,2017-12-28,444.35,90.23,331.38,393.91,5.74,86.73,10.25,"9,25 - 11,25"
849,2017-12-29,445.45,90.21,331.31,395.29,5.76,86.96,10.25,"9,25 - 11,25"
850,2017-12-30,448.61,90.48,332.33,398.23,5.77,88.2,10.25,"9,25 - 11,25"
851,2017-12-31,448.61,90.48,332.33,398.23,5.77,88.2,10.25,"9,25 - 11,25"
852,2018-01-01,448.61,90.48,332.33,398.23,5.77,88.2,10.25,"9,25 - 11,25"
853,2018-01-02,448.61,90.48,332.33,398.23,5.77,88.2,10.25,"9,25 - 11,25"
854,2018-01-03,448.61,90.48,332.33,398.23,5.77,88.2,10.25,"9,25 - 11,25"
855,2018-01-04,452.54,90.74,333.29,400.91,5.81,88.62,10.25,"9,25 - 11,25"
856,2018-01-05,450.16,90.5,332.42,400.27,5.82,88.4,10.25,"9,25 - 11,25"
857,2018-01-06,446.57,89.88,330.13,397.71,5.79,88.11,10.25,"9,25 - 11,25"
858,2018-01-07,446.57,89.88,330.13,397.71,5.79,88.11,10.25,"9,25 - 11,25"
859,2018-01-08,446.57,89.88,330.13,397.71,5.79,88.11,10.25,"9,25 - 11,25"
860,2018-01-09,447.01,89.96,330.43,396.22,5.79,88.16,10.25,"9,25 - 11,25"
861,2018-01-10,446.78,89.93,330.26,394.26,5.79,87.65,10.25,"9,25 - 11,25"
862,2018-01-11,445.45,89.89,330.16,394.11,5.79,87.37,10.25,"9,25 - 11,25"
863,2018-01-12,446.03,90.01,330.61,394.98,5.8,87.05,10.25,"9,25 - 11,25"
864,2018-01-13,448.68,89.76,329.67,399.53,5.83,87.67,10.25,"9,25 - 11,25"
865,2018-01-14,448.68,89.76,329.67,399.53,5.83,87.67,10.25,"9,25 - 11,25"
866,2018-01-15,448.68,89.76,329.67,399.53,5.83,87.67,10.25,"9,25 - 11,25"
867,2018-01-16,454.12,89.7,329.41,403.92,5.84,87.75,9.75,"8,75 - 10,75"
868,2018-01-17,451.05,89.27,327.89,400.91,5.81,85.67,9.75,"8,75 - 10,75"
869,2018-01-18,451.23,89.06,327.1,400.53,5.78,85.6,9.75,"8,75 - 10,75"
870,2018-01-19,450.14,88.55,325.2,397.13,5.74,85.56,9.75,"8,75 - 10,75"
871,2018-01-20,451.19,88.29,324.27,398.27,5.73,85.83,9.75,"8,75 - 10,75"
872,2018-01-21,451.19,88.29,324.27,398.27,5.73,85.83,9.75,"8,75 - 10,75"
873,2018-01-22,451.19,88.29,324.27,398.27,5.73,85.83,9.75,"8,75 - 10,75"
874,2018-01-23,451.17,88.4,324.65,397.66,5.74,85.16,9.75,"8,75 - 10,75"
875,2018-01-24,450.73,88.0,323.2,395.56,5.72,85.41,9.75,"8,75 - 10,75"
876,2018-01-25,452.42,87.42,321.07,396.1,5.7,85.58,9.75,"8,75 - 10,75"
877,2018-01-26,456.17,87.09,319.83,397.29,5.73,85.41,9.75,"8,75 - 10,75"
878,2018-01-27,456.68,87.32,320.66,399.0,5.74,85.73,9.75,"8,75 - 10,75"
879,2018-01-28,456.68,87.32,320.66,399.0,5.74,85.73,9.75,"8,75 - 10,75"
880,2018-01-29,456.68,87.32,320.66,399.0,5.74,85.73,9.75,"8,75 - 10,75"
881,2018-01-30,454.4,87.74,322.25,399.94,5.72,85.23,9.75,"8,75 - 10,75"
882,2018-01-31,453.82,87.81,322.43,399.81,5.75,85.4,9.75,"8,75 - 10,75"
883,2018-02-01,456.29,87.94,322.9,402.08,5.75,86.0,9.75,"8,75 - 10,75"
884,2018-02-02,459.79,87.89,322.73,401.67,5.75,85.97,9.75,"8,75 - 10,75"
885,2018-02-03,457.12,87.59,321.62,401.54,5.72,85.66,9.75,"8,75 - 10,75"
886,2018-02-04,457.12,87.59,321.62,401.54,5.72,85.66,9.75,"8,75 - 10,75"
887,2018-02-05,457.12,87.59,321.62,401.54,5.72,85.66,9.75,"8,75 - 10,75"
888,2018-02-06,454.97,87.77,322.33,401.56,5.7,85.64,9.75,"8,75 - 10,75"
889,2018-02-07,453.42,88.24,324.06,401.9,5.68,85.84,9.75,"8,75 - 10,75"
890,2018-02-08,450.69,88.17,323.84,399.91,5.67,85.79,9.75,"8,75 - 10,75"
891,2018-02-09,450.8,88.59,325.35,397.87,5.62,85.28,9.75,"8,75 - 10,75"
892,2018-02-10,455.53,89.12,327.32,401.39,5.64,85.76,9.75,"8,75 - 10,75"
893,2018-02-11,455.53,89.12,327.32,401.39,5.64,85.76,9.75,"8,75 - 10,75"
894,2018-02-12,455.53,89.12,327.32,401.39,5.64,85.76,9.75,"8,75 - 10,75"
895,2018-02-13,452.05,88.96,326.7,400.8,5.63,85.84,9.75,"8,75 - 10,75"
896,2018-02-14,450.07,88.28,324.21,399.2,5.61,85.3,9.75,"8,75 - 10,75"
897,2018-02-15,447.38,87.82,322.55,398.41,5.61,84.85,9.75,"8,75 - 10,75"
898,2018-02-16,450.51,87.25,320.42,400.01,5.66,84.97,9.75,"8,75 - 10,75"
899,2018-02-17,450.25,86.97,319.42,400.04,5.66,85.26,9.75,"8,75 - 10,75"
900,2018-02-18,450.25,86.97,319.42,400.04,5.66,85.26,9.75,"8,75 - 10,75"
901,2018-02-19,450.25,86.97,319.42,400.04,5.66,85.26,9.75,"8,75 - 10,75"
902,2018-02-20,447.56,86.95,319.32,396.28,5.66,84.99,9.75,"8,75 - 10,75"
903,2018-02-21,446.81,86.85,318.99,393.7,5.62,84.55,9.75,"8,75 - 10,75"
904,2018-02-22,446.65,87.1,319.88,394.41,5.65,84.45,9.75,"8,75 - 10,75"
905,2018-02-23,443.91,87.04,319.68,392.95,5.63,84.09,9.75,"8,75 - 10,75"
906,2018-02-24,446.33,87.04,319.65,393.33,5.67,84.49,9.75,"8,75 - 10,75"
907,2018-02-25,446.33,87.04,319.65,393.33,5.67,84.49,9.75,"8,75 - 10,75"
908,2018-02-26,446.33,87.04,319.65,393.33,5.67,84.49,9.75,"8,75 - 10,75"
909,2018-02-27,448.29,86.84,318.91,393.63,5.7,84.45,9.75,"8,75 - 10,75"
910,2018-02-28,444.75,86.77,318.68,393.06,5.71,84.21,9.75,"8,75 - 10,75"
911,2018-03-01,444.9,87.22,320.3,391.41,5.7,84.36,9.75,"8,75 - 10,75"
912,2018-03-02,441.1,87.5,321.34,391.49,5.67,84.33,9.75,"8,75 - 10,75"
913,2018-03-03,443.96,87.78,322.39,395.77,5.68,84.66,9.75,"8,75 - 10,75"
914,2018-03-04,444.76,87.72,322.2,396.85,5.67,84.73,9.75,"8,75 - 10,75"
915,2018-03-05,444.76,87.72,322.2,396.85,5.67,84.73,9.5,"8,5 - 10,5"
916,2018-03-06,443.69,87.47,321.26,395.76,5.63,84.11,9.5,"8,5 - 10,5"
917,2018-03-07,442.34,86.98,319.45,394.27,5.65,83.95,9.5,"8,5 - 10,5"
918,2018-03-08,443.91,87.19,320.19,397.71,5.62,84.15,9.5,"8,5 - 10,5"
919,2018-03-09,443.91,87.19,320.19,397.71,5.62,84.15,9.5,"8,5 - 10,5"
920,2018-03-10,443.91,87.19,320.19,397.71,5.62,84.15,9.5,"8,5 - 10,5"
921,2018-03-11,443.91,87.19,320.19,397.71,5.62,84.15,9.5,"8,5 - 10,5"
922,2018-03-12,443.91,87.19,320.19,397.71,5.62,84.15,9.5,"8,5 - 10,5"
923,2018-03-13,444.22,87.28,320.55,394.69,5.64,83.99,9.5,"8,5 - 10,5"
924,2018-03-14,446.38,87.56,321.6,396.47,5.65,83.27,9.5,"8,5 - 10,5"
925,2018-03-15,449.29,87.68,321.98,398.26,5.66,83.37,9.5,"8,5 - 10,5"
926,2018-03-16,448.3,87.61,321.78,397.62,5.65,82.74,9.5,"8,5 - 10,5"
927,2018-03-17,450.65,87.87,322.72,397.56,5.61,82.49,9.5,"8,5 - 10,5"
928,2018-03-18,450.65,87.87,322.72,397.56,5.61,82.49,9.5,"8,5 - 10,5"
929,2018-03-19,450.65,87.87,322.72,397.56,5.61,82.49,9.5,"8,5 - 10,5"
930,2018-03-20,448.07,87.3,320.6,393.86,5.56,81.39,9.5,"8,5 - 10,5"
931,2018-03-21,449.31,87.22,320.34,394.47,5.54,81.17,9.5,"8,5 - 10,5"
932,2018-03-22,449.31,87.22,320.34,394.47,5.54,81.17,9.5,"8,5 - 10,5"
933,2018-03-23,449.31,87.22,320.34,394.47,5.54,81.17,9.5,"8,5 - 10,5"
934,2018-03-24,449.31,87.22,320.34,394.47,5.54,81.17,9.5,"8,5 - 10,5"
935,2018-03-25,449.31,87.22,320.34,394.47,5.54,81.17,9.5,"8,5 - 10,5"
936,2018-03-26,449.31,87.22,320.34,394.47,5.54,81.17,9.5,"8,5 - 10,5"
937,2018-03-27,453.83,86.92,319.26,396.01,5.61,80.2,9.5,"8,5 - 10,5"
938,2018-03-28,450.57,86.83,318.9,395.85,5.58,80.12,9.5,"8,5 - 10,5"
939,2018-03-29,451.98,86.95,319.33,395.71,5.55,79.86,9.5,"8,5 - 10,5"
940,2018-03-30,448.45,86.87,319.02,392.62,5.53,79.89,9.5,"8,5 - 10,5"
941,2018-03-31,447.23,86.67,318.31,392.32,5.55,80.46,9.5,"8,5 - 10,5"
942,2018-04-01,447.23,86.67,318.31,392.32,5.55,80.46,9.5,"8,5 - 10,5"
943,2018-04-02,447.23,86.67,318.31,392.32,5.55,80.46,9.5,"8,5 - 10,5"
944,2018-04-03,448.92,86.93,319.24,393.59,5.56,80.59,9.5,"8,5 - 10,5"
945,2018-04-04,450.76,87.22,320.37,394.25,5.56,80.53,9.5,"8,5 - 10,5"
946,2018-04-05,449.24,87.09,319.88,392.65,5.53,79.67,9.5,"8,5 - 10,5"
947,2018-04-06,449.41,87.04,319.68,392.41,5.56,79.52,9.5,"8,5 - 10,5"
948,2018-04-07,447.88,87.04,319.66,391.3,5.52,78.97,9.5,"8,5 - 10,5"
949,2018-04-08,447.88,87.04,319.66,391.3,5.52,78.97,9.5,"8,5 - 10,5"
950,2018-04-09,447.88,87.04,319.66,391.3,5.52,78.97,9.5,"8,5 - 10,5"
951,2018-04-10,451.38,87.22,320.29,392.87,5.39,78.68,9.5,"8,5 - 10,5"
952,2018-04-11,460.98,88.59,325.37,400.86,5.21,79.89,9.5,"8,5 - 10,5"
953,2018-04-12,469.62,90.1,330.88,409.53,5.15,79.86,9.5,"8,5 - 10,5"
954,2018-04-13,466.96,89.75,329.61,406.64,5.32,79.87,9.5,"8,5 - 10,5"
955,2018-04-14,467.47,89.12,327.29,403.71,5.32,80.16,9.5,"8,5 - 10,5"
956,2018-04-15,467.47,89.12,327.29,403.71,5.32,80.16,9.5,"8,5 - 10,5"
957,2018-04-16,467.47,89.12,327.29,403.71,5.32,80.16,9.25,"8,25 - 10,25"
958,2018-04-17,471.96,89.86,330.02,407.97,5.34,80.71,9.25,"8,25 - 10,25"
959,2018-04-18,469.8,89.33,328.12,405.95,5.34,79.8,9.25,"8,25 - 10,25"
960,2018-04-19,465.31,89.27,327.87,405.44,5.32,79.94,9.25,"8,25 - 10,25"
961,2018-04-20,462.46,88.71,325.79,402.94,5.33,80.78,9.25,"8,25 - 10,25"
962,2018-04-21,458.69,88.81,326.17,401.25,5.31,80.81,9.25,"8,25 - 10,25"
963,2018-04-22,458.69,88.81,326.17,401.25,5.31,80.81,9.25,"8,25 - 10,25"
964,2018-04-23,458.69,88.81,326.17,401.25,5.31,80.81,9.25,"8,25 - 10,25"
965,2018-04-24,455.85,88.91,326.52,399.33,5.26,79.73,9.25,"8,25 - 10,25"
966,2018-04-25,454.69,88.71,325.8,397.83,5.29,79.72,9.25,"8,25 - 10,25"
967,2018-04-26,455.42,88.85,326.28,398.22,5.29,80.23,9.25,"8,25 - 10,25"
968,2018-04-27,457.02,89.28,327.92,399.31,5.23,80.82,9.25,"8,25 - 10,25"
969,2018-04-28,451.76,89.23,327.72,395.75,5.23,80.78,9.25,"8,25 - 10,25"
970,2018-04-29,451.11,89.1,327.25,396.89,5.28,80.98,9.25,"8,25 - 10,25"
971,2018-04-30,451.11,89.1,327.25,396.89,5.28,80.98,9.25,"8,25 - 10,25"
972,2018-05-01,451.11,89.1,327.25,396.89,5.28,80.98,9.25,"8,25 - 10,25"
973,2018-05-02,451.11,89.1,327.25,396.89,5.28,80.98,9.25,"8,25 - 10,25"
974,2018-05-03,450.57,89.85,329.99,395.99,5.18,80.13,9.25,"8,25 - 10,25"
975,2018-05-04,449.78,90.05,330.72,396.57,5.22,78.97,9.25,"8,25 - 10,25"
976,2018-05-05,445.91,89.57,328.99,393.37,5.19,76.87,9.25,"8,25 - 10,25"
977,2018-05-06,445.07,89.54,328.85,393.24,5.26,77.91,9.25,"8,25 - 10,25"
978,2018-05-07,445.07,89.54,328.85,393.24,5.26,77.91,9.25,"8,25 - 10,25"
979,2018-05-08,445.07,89.54,328.85,393.24,5.26,77.91,9.25,"8,25 - 10,25"
980,2018-05-09,445.07,89.54,328.85,393.24,5.26,77.91,9.25,"8,25 - 10,25"
981,2018-05-10,445.07,89.54,328.85,393.24,5.26,77.91,9.25,"8,25 - 10,25"
982,2018-05-11,445.41,89.2,327.63,389.16,5.26,76.63,9.25,"8,25 - 10,25"
983,2018-05-12,442.14,88.86,326.4,389.49,5.29,76.59,9.25,"8,25 - 10,25"
984,2018-05-13,442.14,88.86,326.4,389.49,5.29,76.59,9.25,"8,25 - 10,25"
985,2018-05-14,442.14,88.86,326.4,389.49,5.29,76.59,9.25,"8,25 - 10,25"
986,2018-05-15,445.22,89.26,327.85,392.67,5.31,75.94,9.25,"8,25 - 10,25"
987,2018-05-16,444.03,89.24,327.77,390.87,5.3,74.82,9.25,"8,25 - 10,25"
988,2018-05-17,443.44,89.62,329.16,388.64,5.26,73.29,9.25,"8,25 - 10,25"
989,2018-05-18,441.47,89.06,327.11,386.02,5.28,73.67,9.25,"8,25 - 10,25"
990,2018-05-19,442.63,89.39,328.31,386.62,5.27,73.19,9.25,"8,25 - 10,25"
991,2018-05-20,442.63,89.39,328.31,386.62,5.27,73.19,9.25,"8,25 - 10,25"
992,2018-05-21,442.63,89.39,328.31,386.62,5.27,73.19,9.25,"8,25 - 10,25"
993,2018-05-22,440.92,89.56,328.95,386.38,5.27,72.22,9.25,"8,25 - 10,25"
994,2018-05-23,440.88,89.06,327.11,386.74,5.34,71.66,9.25,"8,25 - 10,25"
995,2018-05-24,435.08,88.77,326.0,382.2,5.29,67.45,9.25,"8,25 - 10,25"
996,2018-05-25,436.21,88.69,325.75,382.04,5.31,69.65,9.25,"8,25 - 10,25"
997,2018-05-26,437.17,89.14,327.42,383.51,5.29,69.27,9.25,"8,25 - 10,25"
998,2018-05-27,437.17,89.14,327.42,383.51,5.29,69.27,9.25,"8,25 - 10,25"
999,2018-05-28,437.17,89.14,327.42,383.51,5.29,69.27,9.25,"8,25 - 10,25"
1000,2018-05-29,439.44,89.8,329.81,384.76,5.29,72.18,9.25,"8,25 - 10,25"
1001,2018-05-30,436.63,89.68,329.38,380.1,5.25,71.62,9.25,"8,25 - 10,25"
1002,2018-05-31,438.7,90.03,330.67,384.01,5.3,73.77,9.25,"8,25 - 10,25"
1003,2018-06-01,439.22,89.67,329.35,385.34,5.31,73.25,9.25,"8,25 - 10,25"
1004,2018-06-02,440.24,90.06,330.78,387.31,5.32,71.8,9.25,"8,25 - 10,25"
1005,2018-06-03,440.24,90.06,330.78,387.31,5.32,71.8,9.25,"8,25 - 10,25"
1006,2018-06-04,440.24,90.06,330.78,387.31,5.32,71.8,9.25,"8,25 - 10,25"
1007,2018-06-05,442.72,90.05,330.73,387.88,5.34,71.36,9.0,"8,0 - 10,0"
