,Дата,ФУНТ СТЕРЛИНГОВ,ДИРХАМ ОАЭ,ДОЛЛАР США,ЕВРО,РОССИЙСКИЙ РУБЛЬ,ТУРЕЦКАЯ ЛИРА,"Размер ставки, %","Коридор базовой ставки, %"
1439,2019-08-11,469.07,105.5,387.47,434.01,5.92,70.35,9.0,"8,00 - 10,00"
1440,2019-08-12,469.07,105.5,387.47,434.01,5.92,70.35,9.0,"8,00 - 10,00"
1441,2019-08-13,467.43,105.49,387.43,433.3,5.92,69.86,9.0,"8,00 - 10,00"
1442,2019-08-14,467.7,105.5,387.49,434.11,5.91,69.0,9.0,"8,00 - 10,00"
1443,2019-08-15,466.44,105.14,386.16,431.61,5.92,69.19,9.0,"8,00 - 10,00"
1444,2019-08-16,468.18,105.38,387.05,431.48,5.85,69.29,9.0,"8,00 - 10,00"
1445,2019-08-17,470.18,105.33,386.82,428.67,5.86,69.68,9.0,"8,00 - 10,00"
1446,2019-08-18,470.18,105.33,386.82,428.67,5.86,69.68,9.0,"8,00 - 10,00"
1447,2019-08-19,470.18,105.33,386.82,428.67,5.86,69.68,9.0,"8,00 - 10,00"
1448,2019-08-20,468.65,105.31,386.8,429.27,5.78,69.2,9.0,"8,00 - 10,00"
1449,2019-08-21,468.05,105.34,386.91,428.81,5.79,67.63,9.0,"8,00 - 10,00"
1450,2019-08-22,468.2,105.11,386.05,428.25,5.84,67.47,9.0,"8,00 - 10,00"
1451,2019-08-23,468.19,105.11,386.04,427.77,5.88,67.1,9.0,"8,00 - 10,00"
1452,2019-08-24,471.61,105.19,386.34,427.25,5.88,66.94,9.0,"8,00 - 10,00"
1453,2019-08-25,471.61,105.19,386.34,427.25,5.88,66.94,9.0,"8,00 - 10,00"
1454,2019-08-26,471.61,105.19,386.34,427.25,5.88,66.94,9.0,"8,00 - 10,00"
1455,2019-08-27,473.5,105.34,386.91,430.09,5.86,66.35,9.0,"8,00 - 10,00"
1456,2019-08-28,475.27,105.5,387.5,430.36,5.84,66.4,9.0,"8,00 - 10,00"
1457,2019-08-29,473.08,105.52,387.55,429.95,5.8,66.81,9.0,"8,00 - 10,00"
1458,2019-08-30,472.28,105.49,387.46,429.15,5.81,66.45,9.0,"8,00 - 10,00"
1459,2019-08-31,472.28,105.49,387.46,429.15,5.81,66.45,9.0,"8,00 - 10,00"
1460,2019-09-01,472.28,105.49,387.46,429.15,5.81,66.45,9.0,"8,00 - 10,00"
1461,2019-09-02,472.28,105.49,387.46,429.15,5.81,66.45,9.0,"8,00 - 10,00"
1462,2019-09-03,468.91,105.66,388.07,425.25,5.82,66.73,9.0,"8,00 - 10,00"
1463,2019-09-04,465.47,105.71,388.28,424.78,5.8,67.2,9.0,"8,00 - 10,00"
1464,2019-09-05,473.04,105.69,388.18,427.58,5.85,68.46,9.0,"8,00 - 10,00"
1465,2019-09-06,477.06,105.57,387.73,428.21,5.88,68.17,9.0,"8,00 - 10,00"
1466,2019-09-07,477.02,105.59,387.82,427.73,5.87,67.88,9.0,"8,00 - 10,00"
1467,2019-09-08,477.02,105.59,387.82,427.73,5.87,67.88,9.0,"8,00 - 10,00"
1468,2019-09-09,477.02,105.59,387.82,427.73,5.87,67.88,9.0,"8,00 - 10,00"
1469,2019-09-10,477.26,105.24,386.51,426.55,5.9,67.4,9.25,-
1470,2019-09-11,475.46,105.07,385.89,426.22,5.9,66.97,9.25,-
1471,2019-09-12,477.55,105.19,386.34,425.67,5.91,66.78,9.25,-
1472,2019-09-13,477.47,105.41,387.15,426.95,5.95,67.53,9.25,-
1473,2019-09-14,481.45,105.29,386.71,429.17,6.02,68.21,9.25,-
1474,2019-09-15,481.45,105.29,386.71,429.17,6.02,68.21,9.25,-
1475,2019-09-16,481.45,105.29,386.71,429.17,6.02,68.21,9.25,-
1476,2019-09-17,479.41,104.87,385.16,425.95,6.01,67.38,9.25,-
1477,2019-09-18,477.96,104.94,385.42,424.58,6.0,67.17,9.25,-
1478,2019-09-19,482.07,105.3,386.77,427.26,6.0,68.08,9.25,-
1479,2019-09-20,483.17,105.46,387.34,428.44,6.04,67.98,9.25,-
1480,2019-09-21,484.23,105.29,386.7,427.15,6.06,67.87,9.25,-
1481,2019-09-22,484.23,105.29,386.7,427.15,6.06,67.87,9.25,-
1482,2019-09-23,484.23,105.29,386.7,427.15,6.06,67.87,9.25,-
1483,2019-09-24,480.25,105.09,385.96,423.78,6.03,67.4,9.25,-
1484,2019-09-25,481.2,105.21,386.44,425.01,6.07,68.09,9.25,-
1485,2019-09-26,482.16,105.54,387.62,426.27,6.03,68.19,9.25,-
1486,2019-09-27,477.4,105.51,387.53,423.69,6.02,68.26,9.25,-
1487,2019-09-28,476.28,105.54,387.63,423.49,6.02,68.36,9.25,-
1488,2019-09-29,476.28,105.54,387.63,423.49,6.02,68.36,9.25,-
1489,2019-09-30,476.28,105.54,387.63,423.49,6.02,68.36,9.25,-
1490,2019-10-01,477.46,105.64,387.99,423.72,5.98,68.79,9.25,-
1491,2019-10-02,477.24,105.77,388.47,423.12,5.97,68.25,9.25,-
1492,2019-10-03,476.13,105.88,388.87,424.53,5.95,67.92,9.25,-
1493,2019-10-04,478.01,105.98,389.23,426.05,5.98,68.31,9.25,-
1494,2019-10-05,479.89,105.88,388.89,426.92,6.0,68.17,9.25,-
1495,2019-10-06,479.89,105.88,388.89,426.92,6.0,68.17,9.25,-
1496,2019-10-07,479.89,105.88,388.89,426.92,6.0,68.17,9.25,-
1497,2019-10-08,478.74,105.91,389.0,426.85,5.99,67.89,9.25,-
1498,2019-10-09,476.76,106.02,389.38,427.81,5.99,66.96,9.25,-
1499,2019-10-10,477.16,106.21,390.09,428.32,6.01,66.85,9.25,-
1500,2019-10-11,478.1,106.22,390.13,430.31,6.03,66.31,9.25,-
1501,2019-10-12,486.71,106.06,389.52,429.21,6.07,66.39,9.25,-
1502,2019-10-13,486.71,106.06,389.52,429.21,6.07,66.39,9.25,-
1503,2019-10-14,486.71,106.06,389.52,429.21,6.07,66.39,9.25,-
1504,2019-10-15,489.17,106.08,389.62,429.98,6.06,65.85,9.25,-
1505,2019-10-16,492.56,106.07,389.59,429.06,6.05,65.99,9.25,-
1506,2019-10-17,497.36,106.13,389.81,430.27,6.06,66.15,9.25,-
1507,2019-10-18,504.15,106.17,389.94,433.5,6.1,66.25,9.25,-
1508,2019-10-19,503.11,106.18,389.98,434.01,6.1,67.51,9.25,-
1509,2019-10-20,503.11,106.18,389.98,434.01,6.1,67.51,9.25,-
1510,2019-10-21,503.11,106.18,389.98,434.01,6.1,67.51,9.25,-
1511,2019-10-22,506.16,106.15,389.86,435.32,6.12,67.06,9.25,-
1512,2019-10-23,503.99,106.12,389.75,434.26,6.12,66.81,9.25,-
1513,2019-10-24,499.85,105.9,388.96,432.21,6.09,67.46,9.25,-
1514,2019-10-25,501.06,105.9,388.93,432.84,6.09,67.68,9.25,-
1515,2019-10-26,499.26,105.89,388.92,432.21,6.08,67.56,9.25,-
1516,2019-10-27,499.26,105.89,388.92,432.21,6.08,67.56,9.25,-
1517,2019-10-28,499.26,105.89,388.92,432.21,6.08,67.56,9.25,-
1518,2019-10-29,498.52,105.64,387.98,430.31,6.09,67.68,9.25,"8,25 - 10,25"
1519,2019-10-30,497.27,105.62,387.92,429.7,6.06,67.63,9.25,"8,25 - 10,25"
1520,2019-10-31,500.63,105.79,388.54,431.67,6.09,67.71,9.25,"8,25 - 10,25"
1521,2019-11-01,502.86,105.83,388.67,433.83,6.07,68.08,9.25,"8,25 - 10,25"
1522,2019-11-02,504.23,106.04,389.46,434.17,6.09,67.93,9.25,"8,25 - 10,25"
1523,2019-11-03,504.23,106.04,389.46,434.17,6.09,67.93,9.25,"8,25 - 10,25"
1524,2019-11-04,504.23,106.04,389.46,434.17,6.09,67.93,9.25,"8,25 - 10,25"
1525,2019-11-05,501.46,105.69,388.19,433.41,6.14,68.25,9.25,"8,25 - 10,25"
1526,2019-11-06,500.83,105.75,388.39,432.24,6.13,67.64,9.25,"8,25 - 10,25"
1527,2019-11-07,501.01,105.88,388.86,431.28,6.1,67.55,9.25,"8,25 - 10,25"
1528,2019-11-08,500.54,105.93,389.04,430.9,6.11,67.76,9.25,"8,25 - 10,25"
1529,2019-11-09,497.28,105.72,388.29,428.56,6.08,67.5,9.25,"8,25 - 10,25"
1530,2019-11-10,497.28,105.72,388.29,428.56,6.08,67.5,9.25,"8,25 - 10,25"
1531,2019-11-11,497.28,105.72,388.29,428.56,6.08,67.5,9.25,"8,25 - 10,25"
1532,2019-11-12,497.57,105.84,388.7,428.7,6.08,67.3,9.25,"8,25 - 10,25"
1533,2019-11-13,499.19,105.86,388.81,429.01,6.08,67.45,9.25,"8,25 - 10,25"
1534,2019-11-14,500.34,106.01,389.34,428.78,6.05,67.62,9.25,"8,25 - 10,25"
1535,2019-11-15,499.17,105.77,388.49,427.26,6.06,67.45,9.25,"8,25 - 10,25"
1536,2019-11-16,499.56,105.66,388.07,427.54,6.08,67.42,9.25,"8,25 - 10,25"
1537,2019-11-17,499.56,105.66,388.07,427.54,6.08,67.42,9.25,"8,25 - 10,25"
1538,2019-11-18,499.56,105.66,388.07,427.54,6.08,67.42,9.25,"8,25 - 10,25"
1539,2019-11-19,501.77,105.41,387.14,428.18,6.06,67.55,9.25,"8,25 - 10,25"
1540,2019-11-20,501.45,105.42,387.16,428.47,6.08,67.77,9.25,"8,25 - 10,25"
1541,2019-11-21,500.06,105.48,387.37,428.55,6.06,67.91,9.25,"8,25 - 10,25"
1542,2019-11-22,500.13,105.22,386.44,428.37,6.06,67.93,9.25,"8,25 - 10,25"
1543,2019-11-23,495.55,104.83,385.01,425.78,6.05,67.68,9.25,"8,25 - 10,25"
1544,2019-11-24,495.55,104.83,385.01,425.78,6.05,67.68,9.25,"8,25 - 10,25"
1545,2019-11-25,495.55,104.83,385.01,425.78,6.05,67.68,9.25,"8,25 - 10,25"
1546,2019-11-26,497.4,105.15,386.21,425.26,6.05,67.31,9.25,"8,25 - 10,25"
1547,2019-11-27,497.14,105.24,386.49,425.68,6.04,67.2,9.25,"8,25 - 10,25"
1548,2019-11-28,496.68,105.15,386.19,425.08,6.04,67.1,9.25,"8,25 - 10,25"
1549,2019-11-29,499.69,105.18,386.31,425.4,6.03,67.02,9.25,"8,25 - 10,25"
1550,2019-11-30,497.89,105.19,386.35,425.14,6.03,67.27,9.25,"8,25 - 10,25"
1551,2019-12-01,497.89,105.19,386.35,425.14,6.03,67.27,9.25,"8,25 - 10,25"
1552,2019-12-02,497.89,105.19,386.35,425.14,6.03,67.27,9.25,"8,25 - 10,25"
1553,2019-12-03,497.89,105.19,386.35,425.14,6.03,67.27,9.25,"8,25 - 10,25"
1554,2019-12-04,502.69,105.39,387.07,428.95,6.04,67.48,9.25,"8,25 - 10,25"
1555,2019-12-05,505.78,105.5,387.48,428.98,6.05,67.49,9.25,"8,25 - 10,25"
1556,2019-12-06,506.58,105.03,385.76,427.89,6.04,67.01,9.25,"8,25 - 10,25"
1557,2019-12-07,505.2,104.82,384.97,427.12,6.04,66.77,9.25,"8,25 - 10,25"
1558,2019-12-08,505.2,104.82,384.97,427.12,6.04,66.77,9.25,"8,25 - 10,25"
1559,2019-12-09,505.2,104.82,384.97,427.12,6.04,66.77,9.25,"8,25 - 10,25"
1560,2019-12-10,507.15,104.97,385.55,426.57,6.05,66.46,9.25,"8,25 - 10,25"
1561,2019-12-11,508.19,105.15,386.19,427.71,6.07,66.54,9.25,"8,25 - 10,25"
1562,2019-12-12,507.52,105.18,386.3,428.14,6.08,66.53,9.25,"8,25 - 10,25"
1563,2019-12-13,507.02,104.72,384.63,427.98,6.08,66.38,9.25,"8,25 - 10,25"
1564,2019-12-14,514.99,104.54,383.95,429.26,6.16,66.54,9.25,"8,25 - 10,25"
1565,2019-12-15,514.99,104.54,383.95,429.26,6.16,66.54,9.25,"8,25 - 10,25"
1566,2019-12-16,514.99,104.54,383.95,429.26,6.16,66.54,9.25,"8,25 - 10,25"
1567,2019-12-17,514.99,104.54,383.95,429.26,6.16,66.54,9.25,"8,25 - 10,25"
1568,2019-12-18,514.99,104.54,383.95,429.26,6.16,66.54,9.25,"8,25 - 10,25"
1569,2019-12-19,503.95,104.66,384.4,427.88,6.14,65.17,9.25,"8,25 - 10,25"
1570,2019-12-20,503.76,104.67,384.46,428.1,6.16,64.75,9.25,"8,25 - 10,25"
1571,2019-12-21,499.38,104.28,382.99,425.85,6.15,64.74,9.25,"8,25 - 10,25"
1572,2019-12-22,499.38,104.28,382.99,425.85,6.15,64.74,9.25,"8,25 - 10,25"
1573,2019-12-23,499.38,104.28,382.99,425.85,6.15,64.74,9.25,"8,25 - 10,25"
1574,2019-12-24,497.79,104.18,382.65,424.05,6.14,64.51,9.25,"8,25 - 10,25"
1575,2019-12-25,493.28,103.89,381.56,422.54,6.15,64.14,9.25,"8,25 - 10,25"
1576,2019-12-26,491.16,103.08,378.6,419.83,6.14,63.8,9.25,"8,25 - 10,25"
1577,2019-12-27,491.48,103.13,378.79,420.0,6.13,63.77,9.25,"8,25 - 10,25"
1578,2019-12-28,497.16,103.58,380.44,423.66,6.14,64.04,9.25,"8,25 - 10,25"
1579,2019-12-29,497.16,103.58,380.44,423.66,6.14,64.04,9.25,"8,25 - 10,25"
1580,2019-12-30,497.16,103.58,380.44,423.66,6.14,64.04,9.25,"8,25 - 10,25"
1581,2019-12-31,499.99,103.78,381.18,426.85,6.17,64.08,9.25,"8,25 - 10,25"
1582,2020-01-01,503.41,104.17,382.59,429.0,6.16,64.38,9.25,"8,25 - 10,25"
1583,2020-01-02,503.41,104.17,382.59,429.0,6.16,64.38,9.25,"8,25 - 10,25"
1584,2020-01-03,503.41,104.17,382.59,429.0,6.16,64.38,9.25,"8,25 - 10,25"
1585,2020-01-04,503.41,104.17,382.59,429.0,6.16,64.38,9.25,"8,25 - 10,25"
1586,2020-01-05,503.41,104.17,382.59,429.0,6.16,64.38,9.25,"8,25 - 10,25"
1587,2020-01-06,500.07,104.05,382.14,426.39,6.16,64.0,9.25,"8,25 - 10,25"
1588,2020-01-07,500.97,103.79,381.2,426.64,6.14,63.82,9.25,"8,25 - 10,25"
1589,2020-01-08,500.97,103.79,381.2,426.64,6.14,63.82,9.25,"8,25 - 10,25"
1590,2020-01-09,496.21,102.97,378.21,421.25,6.11,63.41,9.25,"8,25 - 10,25"
1591,2020-01-10,490.43,102.51,376.5,417.84,6.16,64.14,9.25,"8,25 - 10,25"
1592,2020-01-11,493.19,102.77,377.46,418.75,6.15,64.26,9.25,"8,25 - 10,25"
1593,2020-01-12,493.19,102.77,377.46,418.75,6.15,64.26,9.25,"8,25 - 10,25"
1594,2020-01-13,493.19,102.77,377.46,418.75,6.15,64.26,9.25,"8,25 - 10,25"
1595,2020-01-14,490.38,102.94,378.06,420.18,6.2,64.59,9.25,"8,25 - 10,25"
1596,2020-01-15,492.04,103.28,379.34,422.21,6.18,64.44,9.25,"8,25 - 10,25"
1597,2020-01-16,493.19,103.38,379.7,422.53,6.17,64.43,9.25,"8,25 - 10,25"
1598,2020-01-17,493.04,102.85,377.75,421.27,6.13,64.32,9.25,"8,25 - 10,25"
1599,2020-01-18,491.46,102.51,376.51,418.91,6.13,64.21,9.25,"8,25 - 10,25"
1600,2020-01-19,491.46,102.51,376.51,418.91,6.13,64.21,9.25,"8,25 - 10,25"
1601,2020-01-20,491.46,102.51,376.51,418.91,6.13,64.21,9.25,"8,25 - 10,25"
1602,2020-01-21,488.04,102.35,375.91,416.85,6.1,63.68,9.25,"8,25 - 10,25"
1603,2020-01-22,490.74,102.49,376.42,417.41,6.09,63.57,9.25,"8,25 - 10,25"
1604,2020-01-23,492.74,102.73,377.29,418.41,6.09,63.59,9.25,"8,25 - 10,25"
1605,2020-01-24,496.13,102.88,377.86,418.74,6.1,63.82,9.25,"8,25 - 10,25"
1606,2020-01-25,495.66,103.08,378.6,417.75,6.13,63.68,9.25,"8,25 - 10,25"
1607,2020-01-26,495.66,103.08,378.6,417.75,6.13,63.68,9.25,"8,25 - 10,25"
1608,2020-01-27,495.66,103.08,378.6,417.75,6.13,63.68,9.25,"8,25 - 10,25"
1609,2020-01-28,497.86,103.52,380.19,419.01,6.08,63.93,9.25,"8,25 - 10,25"
1610,2020-01-29,496.2,103.69,380.84,419.5,6.05,64.1,9.25,"8,25 - 10,25"
1611,2020-01-30,492.97,103.16,378.86,416.78,6.06,63.78,9.25,"8,25 - 10,25"
1612,2020-01-31,493.01,103.14,378.8,417.32,6.02,63.34,9.25,"8,25 - 10,25"
1613,2020-02-01,497.16,103.2,379.02,417.98,5.99,63.34,9.25,"8,25 - 10,25"
1614,2020-02-02,497.16,103.2,379.02,417.98,5.99,63.34,9.25,"8,25 - 10,25"
1615,2020-02-03,497.16,103.2,379.02,417.98,5.99,63.34,9.25,"8,25 - 10,25"
1616,2020-02-04,497.93,103.64,380.65,421.42,5.96,63.62,9.25,"8,25 - 10,25"
1617,2020-02-05,493.92,103.33,379.53,419.53,6.0,63.64,9.25,"8,25 - 10,25"
1618,2020-02-06,494.35,103.05,378.49,417.21,6.04,63.25,9.25,"8,25 - 10,25"
1619,2020-02-07,489.81,102.8,377.56,415.24,5.97,63.06,9.25,"8,25 - 10,25"
1620,2020-02-08,489.12,103.0,378.31,414.36,5.93,63.18,9.25,"8,25 - 10,25"
1621,2020-02-09,489.12,103.0,378.31,414.36,5.93,63.18,9.25,"8,25 - 10,25"
1622,2020-02-10,489.12,103.0,378.31,414.36,5.93,63.18,9.25,"8,25 - 10,25"
1623,2020-02-11,489.3,103.2,379.04,415.05,5.93,63.16,9.25,"8,25 - 10,25"
1624,2020-02-12,489.23,102.97,378.19,412.64,5.92,62.68,9.25,"8,25 - 10,25"
1625,2020-02-13,488.27,102.43,376.2,410.77,5.96,62.37,9.25,"8,25 - 10,25"
1626,2020-02-14,488.19,102.48,376.4,409.56,5.91,62.2,9.25,"8,25 - 10,25"
1627,2020-02-15,491.59,102.7,377.19,408.99,5.93,62.39,9.25,"8,25 - 10,25"
1628,2020-02-16,491.59,102.7,377.19,408.99,5.93,62.39,9.25,"8,25 - 10,25"
1629,2020-02-17,491.59,102.7,377.19,408.99,5.93,62.39,9.25,"8,25 - 10,25"
1630,2020-02-18,491.2,102.58,376.77,408.46,5.95,62.35,9.25,"8,25 - 10,25"
1631,2020-02-19,489.67,102.6,376.84,407.97,5.91,62.1,9.25,"8,25 - 10,25"
1632,2020-02-20,490.37,102.67,377.09,407.37,5.93,62.26,9.25,"8,25 - 10,25"
1633,2020-02-21,485.25,102.42,376.16,406.18,5.9,61.79,9.25,"8,25 - 10,25"
1634,2020-02-22,485.44,102.34,375.87,406.24,5.84,61.6,9.25,"8,25 - 10,25"
1635,2020-02-23,485.44,102.34,375.87,406.24,5.84,61.6,9.25,"8,25 - 10,25"
1636,2020-02-24,485.44,102.34,375.87,406.24,5.84,61.6,9.25,"8,25 - 10,25"
1637,2020-02-25,485.33,102.49,376.43,407.11,5.76,61.22,9.25,"8,25 - 10,25"
1638,2020-02-26,489.43,102.57,376.72,408.67,5.76,61.2,9.25,"8,25 - 10,25"
1639,2020-02-27,489.86,103.02,378.36,411.92,5.76,61.45,9.25,"8,25 - 10,25"
1640,2020-02-28,489.88,103.4,379.75,415.18,5.78,61.63,9.25,"8,25 - 10,25"
1641,2020-02-29,491.73,103.76,381.1,420.81,5.65,60.95,9.25,"8,25 - 10,25"
1642,2020-03-01,491.73,103.76,381.1,420.81,5.65,60.95,9.25,"8,25 - 10,25"
1643,2020-03-02,491.73,103.76,381.1,420.81,5.65,60.95,9.25,"8,25 - 10,25"
1644,2020-03-03,486.56,103.8,381.23,422.29,5.73,61.17,9.25,"8,25 - 10,25"
1645,2020-03-04,485.93,103.53,380.26,423.08,5.73,61.37,9.25,"8,25 - 10,25"
1646,2020-03-05,485.01,103.31,379.45,423.28,5.77,62.33,9.25,"8,25 - 10,25"
1647,2020-03-06,491.61,103.61,380.53,425.09,5.74,62.48,9.25,"8,25 - 10,25"
1648,2020-03-07,496.17,104.02,382.05,431.49,5.61,62.79,9.25,"8,25 - 10,25"
1649,2020-03-08,496.17,104.02,382.05,431.49,5.61,62.79,9.25,"8,25 - 10,25"
1650,2020-03-09,496.17,104.02,382.05,431.49,5.61,62.79,9.25,"8,25 - 10,25"
1651,2020-03-10,496.17,104.02,382.05,431.49,5.61,62.79,12.0,"10,50 - 13,50"
1652,2020-03-11,513.92,107.17,393.6,446.85,5.47,64.42,12.0,"10,50 - 13,50"
1653,2020-03-12,511.36,107.44,394.6,446.02,5.52,63.96,12.0,"10,50 - 13,50"
1654,2020-03-13,508.59,108.7,399.24,448.95,5.31,63.91,12.0,"10,50 - 13,50"
1655,2020-03-14,510.43,110.4,405.46,452.62,5.58,64.83,12.0,"10,50 - 13,50"
1656,2020-03-15,510.43,110.4,405.46,452.62,5.58,64.83,12.0,"10,50 - 13,50"
1657,2020-03-16,510.43,110.4,405.46,452.62,5.58,64.83,12.0,"10,50 - 13,50"
1658,2020-03-17,533.29,118.33,434.59,486.35,5.81,68.2,12.0,"10,50 - 13,50"
1659,2020-03-18,530.39,118.67,435.85,483.44,5.84,67.49,12.0,"10,50 - 13,50"
1660,2020-03-19,527.93,119.61,439.32,482.94,5.64,67.96,12.0,"10,50 - 13,50"
1661,2020-03-20,517.08,122.11,448.5,485.28,5.61,68.78,12.0,"10,50 - 13,50"
1662,2020-03-21,522.28,121.1,444.8,476.78,5.72,68.43,12.0,"10,50 - 13,50"
1663,2020-03-22,522.28,121.1,444.8,476.78,5.72,68.43,12.0,"10,50 - 13,50"
1664,2020-03-23,522.28,121.1,444.8,476.78,5.72,68.43,12.0,"10,50 - 13,50"
1665,2020-03-24,522.28,121.1,444.8,476.78,5.72,68.43,12.0,"10,50 - 13,50"
1666,2020-03-25,522.28,121.1,444.8,476.78,5.72,68.43,12.0,"10,50 - 13,50"
1667,2020-03-26,522.28,121.1,444.8,476.78,5.72,68.43,12.0,"10,50 - 13,50"
1668,2020-03-27,531.61,121.45,446.06,488.17,5.69,68.94,12.0,"10,50 - 13,50"
1669,2020-03-28,544.19,121.39,445.84,490.47,5.73,69.0,12.0,"10,50 - 13,50"
1670,2020-03-29,544.19,121.39,445.84,490.47,5.73,69.0,12.0,"10,50 - 13,50"
1671,2020-03-30,544.19,121.39,445.84,490.47,5.73,69.0,12.0,"10,50 - 13,50"
1672,2020-03-31,554.82,121.98,448.01,495.86,5.64,68.79,12.0,"10,50 - 13,50"
1673,2020-04-01,552.78,121.88,447.67,491.36,5.74,67.97,12.0,"10,50 - 13,50"
1674,2020-04-02,554.37,122.12,448.52,490.32,5.69,67.41,12.0,"10,50 - 13,50"
1675,2020-04-03,557.75,121.87,447.6,489.41,5.71,66.9,12.0,"10,50 - 13,50"
1676,2020-04-04,545.15,120.75,443.5,479.47,5.79,66.28,12.0,"10,50 - 13,50"
1677,2020-04-05,545.15,120.75,443.5,479.47,5.79,66.28,12.0,"10,50 - 13,50"
1678,2020-04-06,545.15,120.75,443.5,479.47,5.79,66.28,9.5,"7,5 - 11,5"
1679,2020-04-07,539.89,119.53,439.01,474.61,5.75,64.99,9.5,"7,5 - 11,5"
1680,2020-04-08,538.32,119.04,437.2,475.32,5.79,64.77,9.5,"7,5 - 11,5"
1681,2020-04-09,536.93,118.58,435.54,473.08,5.76,64.22,9.5,"7,5 - 11,5"
1682,2020-04-10,537.66,117.77,432.55,470.83,5.84,64.2,9.5,"7,5 - 11,5"
1683,2020-04-11,537.8,117.36,431.03,471.76,5.85,64.29,9.5,"7,5 - 11,5"
1684,2020-04-12,537.8,117.36,431.03,471.76,5.85,64.29,9.5,"7,5 - 11,5"
1685,2020-04-13,537.8,117.36,431.03,471.76,5.85,64.29,9.5,"7,5 - 11,5"
1686,2020-04-14,534.28,116.33,427.25,467.33,5.8,63.16,9.5,"7,5 - 11,5"
1687,2020-04-15,534.1,115.87,425.58,465.75,5.8,62.82,9.5,"7,5 - 11,5"
1688,2020-04-16,532.74,115.85,425.51,465.21,5.75,62.07,9.5,"7,5 - 11,5"
1689,2020-04-17,533.31,116.42,427.57,464.64,5.77,61.76,9.5,"7,5 - 11,5"
1690,2020-04-18,529.6,116.1,426.44,461.37,5.74,61.59,9.5,"7,5 - 11,5"
1691,2020-04-19,529.6,116.1,426.44,461.37,5.74,61.59,9.5,"7,5 - 11,5"
1692,2020-04-20,529.6,116.1,426.44,461.37,5.74,61.59,9.5,"7,5 - 11,5"
1693,2020-04-21,533.24,116.39,427.48,465.01,5.75,61.76,9.5,"7,5 - 11,5"
1694,2020-04-22,530.98,117.21,430.5,466.27,5.61,61.78,9.5,"7,5 - 11,5"
1695,2020-04-23,538.8,118.66,435.82,473.26,5.69,62.44,9.5,"7,5 - 11,5"
1696,2020-04-24,533.82,117.68,432.24,465.61,5.75,62.0,9.5,"7,5 - 11,5"
1697,2020-04-25,531.2,117.35,430.99,463.96,5.77,61.86,9.5,"7,5 - 11,5"
1698,2020-04-26,531.2,117.35,430.99,463.96,5.77,61.86,9.5,"7,5 - 11,5"
1699,2020-04-27,531.2,117.35,430.99,463.96,5.77,61.86,9.5,"7,5 - 11,5"
1700,2020-04-28,535.55,117.28,430.78,467.18,5.8,61.77,9.5,"7,5 - 11,5"
1701,2020-04-29,538.43,117.39,431.16,469.02,5.83,61.64,9.5,"7,5 - 11,5"
1702,2020-04-30,533.11,116.91,429.41,466.08,5.83,61.45,9.5,"7,5 - 11,5"
1703,2020-05-01,530.59,115.59,424.57,461.13,5.81,60.77,9.5,"7,5 - 11,5"
1704,2020-05-02,530.59,115.59,424.57,461.13,5.81,60.77,9.5,"7,5 - 11,5"
1705,2020-05-03,530.59,115.59,424.57,461.13,5.81,60.77,9.5,"7,5 - 11,5"
1706,2020-05-04,530.59,115.59,424.57,461.13,5.81,60.77,9.5,"7,5 - 11,5"
1707,2020-05-05,529.13,115.83,425.41,465.27,5.64,60.56,9.5,"7,5 - 11,5"
1708,2020-05-06,527.25,115.36,423.73,459.66,5.72,59.92,9.5,"7,5 - 11,5"
1709,2020-05-07,520.72,114.6,420.92,453.92,5.66,58.76,9.5,"7,5 - 11,5"
1710,2020-05-08,520.72,114.6,420.92,453.92,5.66,58.76,9.5,"7,5 - 11,5"
1711,2020-05-09,520.72,114.6,420.92,453.92,5.66,58.76,9.5,"7,5 - 11,5"
1712,2020-05-10,520.72,114.6,420.92,453.92,5.66,58.76,9.5,"7,5 - 11,5"
1713,2020-05-11,520.72,114.6,420.92,453.92,5.66,58.76,9.5,"7,5 - 11,5"
1714,2020-05-12,519.61,114.42,420.23,454.81,5.7,59.41,9.5,"7,5 - 11,5"
1715,2020-05-13,518.06,114.4,420.16,454.57,5.72,59.81,9.5,"7,5 - 11,5"
1716,2020-05-14,517.9,114.67,421.16,456.58,5.74,60.31,9.5,"7,5 - 11,5"
1717,2020-05-15,516.34,115.0,422.4,456.49,5.73,60.67,9.5,"7,5 - 11,5"
1718,2020-05-16,512.76,114.39,420.12,454.19,5.73,60.74,9.5,"7,5 - 11,5"
1719,2020-05-17,512.76,114.39,420.12,454.19,5.73,60.74,9.5,"7,5 - 11,5"
1720,2020-05-18,512.76,114.39,420.12,454.19,5.73,60.74,9.5,"7,5 - 11,5"
1721,2020-05-19,505.85,113.59,417.23,450.86,5.72,60.81,9.5,"7,5 - 11,5"
1722,2020-05-20,508.05,113.02,415.11,454.38,5.74,61.19,9.5,"7,5 - 11,5"
1723,2020-05-21,509.3,113.07,415.25,454.66,5.78,61.12,9.5,"7,5 - 11,5"
1724,2020-05-22,504.97,112.46,413.03,452.64,5.83,60.67,9.5,"7,5 - 11,5"
1725,2020-05-23,504.48,112.85,414.46,451.35,5.77,60.87,9.5,"7,5 - 11,5"
