,Unnamed: 0,Числовое значение,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,Числовое значение.1,ДИРХАМ ОАЭ,Числовое значение.2,ДОЛЛАР США,Числовое значение.3,ЕВРО,Числовое значение.4,РОССИЙСКИЙ РУБЛЬ,Числовое значение.5,ТУРЕЦКАЯ ЛИРА
0,2014-01-01,1,254.8,1,41.95,1,154.06,1,212.02,1,4.68,1,72.67
1,2014-01-02,1,254.8,1,41.95,1,154.06,1,212.02,1,4.68,1,72.67
2,2014-01-03,1,254.8,1,41.95,1,154.06,1,212.02,1,4.68,1,72.67
3,2014-01-04,1,254.8,1,41.95,1,154.06,1,212.02,1,4.68,1,72.67
4,2014-01-05,1,254.8,1,41.95,1,154.06,1,212.02,1,4.68,1,72.67
5,2014-01-06,1,254.8,1,41.95,1,154.06,1,212.02,1,4.68,1,72.67
6,2014-01-07,1,252.93,1,42.06,1,154.47,1,210.13,1,4.65,1,70.51
7,2014-01-08,1,252.93,1,42.06,1,154.47,1,210.13,1,4.65,1,70.51
8,2014-01-09,1,253.77,1,42.06,1,154.49,1,210.2,1,4.66,1,71.21
9,2014-01-10,1,254.26,1,42.07,1,154.51,1,210.27,1,4.67,1,70.7
10,2014-01-11,1,254.36,1,42.07,1,154.52,1,210.16,1,4.65,1,70.82
11,2014-01-12,1,254.36,1,42.07,1,154.52,1,210.16,1,4.65,1,70.82
12,2014-01-13,1,254.36,1,42.07,1,154.52,1,210.16,1,4.65,1,70.82
13,2014-01-14,1,254.14,1,42.1,1,154.64,1,211.3,1,4.67,1,71.23
14,2014-01-15,1,254.05,1,42.14,1,154.76,1,211.79,1,4.65,1,70.64
15,2014-01-16,1,254.17,1,42.2,1,154.99,1,211.08,1,4.65,1,70.61
16,2014-01-17,1,253.53,1,42.25,1,155.17,1,211.17,1,4.64,1,70.34
17,2014-01-18,1,253.21,1,42.25,1,155.17,1,211.02,1,4.64,1,70.29
18,2014-01-19,1,253.21,1,42.25,1,155.17,1,211.02,1,4.64,1,70.29
19,2014-01-20,1,253.21,1,42.25,1,155.17,1,211.02,1,4.64,1,70.29
20,2014-01-21,1,255.33,1,42.27,1,155.27,1,210.45,1,4.6,1,69.25
21,2014-01-22,1,255.0,1,42.28,1,155.3,1,210.21,1,4.58,1,69.37
22,2014-01-23,1,255.33,1,42.24,1,155.14,1,210.06,1,4.58,1,68.97
23,2014-01-24,1,257.53,1,42.23,1,155.1,1,211.42,1,4.55,1,67.82
24,2014-01-25,1,257.87,1,42.23,1,155.09,1,211.99,1,4.51,1,67.3
25,2014-01-26,1,257.87,1,42.23,1,155.09,1,211.99,1,4.51,1,67.3
26,2014-01-27,1,257.87,1,42.23,1,155.09,1,211.99,1,4.51,1,67.3
27,2014-01-28,1,256.28,1,42.25,1,155.17,1,212.51,1,4.46,1,65.38
28,2014-01-29,1,257.82,1,42.3,1,155.35,1,212.24,1,4.5,1,68.56
29,2014-01-30,1,258.08,1,42.34,1,155.5,1,212.57,1,4.46,1,70.88
30,2014-01-31,1,256.73,1,42.35,1,155.54,1,211.58,1,4.4,1,68.1
31,2014-02-01,1,256.14,1,42.34,1,155.5,1,210.75,1,4.44,1,68.93
32,2014-02-02,1,256.14,1,42.34,1,155.5,1,210.75,1,4.44,1,68.93
33,2014-02-03,1,256.14,1,42.34,1,155.5,1,210.75,1,4.44,1,68.93
34,2014-02-04,1,254.89,1,42.33,1,155.49,1,209.86,1,4.42,1,68.6
35,2014-02-05,1,253.46,1,42.37,1,155.63,1,210.29,1,4.4,1,68.8
36,2014-02-06,1,254.01,1,42.38,1,155.68,1,210.4,1,4.47,1,69.45
37,2014-02-07,1,253.26,1,42.33,1,155.46,1,210.31,1,4.47,1,69.71
38,2014-02-08,1,254.04,1,42.34,1,155.5,1,210.89,1,4.49,1,70.14
39,2014-02-09,1,254.04,1,42.34,1,155.5,1,210.89,1,4.49,1,70.14
40,2014-02-10,1,254.04,1,42.34,1,155.5,1,210.89,1,4.49,1,70.14
41,2014-02-11,1,255.12,1,42.35,1,155.56,1,212.25,1,4.47,1,69.95
42,2014-02-12,1,268.93,1,44.62,1,163.9,1,224.07,1,4.71,1,74.33
43,2014-02-13,1,303.56,1,50.23,1,184.5,1,251.57,1,5.31,1,84.26
44,2014-02-14,1,307.03,1,50.23,1,184.5,1,251.33,1,5.28,1,84.07
45,2014-02-15,1,308.32,1,50.24,1,184.51,1,252.72,1,5.23,1,84.52
46,2014-02-16,1,308.32,1,50.24,1,184.51,1,252.72,1,5.23,1,84.52
47,2014-02-17,1,308.32,1,50.24,1,184.51,1,252.72,1,5.23,1,84.52
48,2014-02-18,1,309.22,1,50.23,1,184.5,1,252.78,1,5.26,1,84.59
49,2014-02-19,1,307.85,1,50.23,1,184.51,1,253.06,1,5.22,1,84.51
50,2014-02-20,1,308.62,1,50.24,1,184.54,1,253.83,1,5.17,1,84.38
51,2014-02-21,1,307.67,1,50.31,1,184.8,1,253.12,1,5.16,1,83.58
52,2014-02-22,1,308.26,1,50.36,1,184.95,1,253.55,1,5.18,1,84.23
53,2014-02-23,1,308.26,1,50.36,1,184.95,1,253.55,1,5.18,1,84.23
54,2014-02-24,1,308.26,1,50.36,1,184.95,1,253.55,1,5.18,1,84.23
55,2014-02-25,1,307.41,1,50.23,1,184.51,1,253.96,1,5.21,1,84.64
56,2014-02-26,1,307.6,1,50.22,1,184.47,1,253.68,1,5.17,1,83.38
57,2014-02-27,1,308.37,1,50.29,1,184.72,1,253.9,1,5.14,1,83.85
58,2014-02-28,1,306.33,1,50.11,1,184.06,1,251.41,1,5.1,1,82.28
59,2014-03-01,1,308.04,1,50.12,1,184.08,1,252.5,1,5.09,1,83.07
60,2014-03-02,1,308.04,1,50.12,1,184.08,1,252.5,1,5.09,1,83.07
61,2014-03-03,1,308.04,1,50.12,1,184.08,1,252.5,1,5.09,1,83.07
62,2014-03-04,1,307.71,1,50.12,1,184.07,1,253.61,1,5.05,1,82.97
63,2014-03-05,1,304.82,1,49.68,1,182.46,1,250.96,1,5.02,1,82.39
64,2014-03-06,1,303.26,1,49.49,1,181.78,1,249.73,1,5.03,1,82.38
65,2014-03-07,1,304.2,1,49.58,1,182.09,1,249.95,1,5.04,1,82.73
66,2014-03-08,1,305.08,1,49.57,1,182.08,1,252.6,1,5.02,1,83.33
67,2014-03-09,1,305.08,1,49.57,1,182.08,1,252.6,1,5.02,1,83.33
68,2014-03-10,1,305.08,1,49.57,1,182.08,1,252.6,1,5.02,1,83.33
69,2014-03-11,1,305.08,1,49.57,1,182.08,1,252.6,1,5.02,1,83.33
70,2014-03-12,1,302.64,1,49.57,1,182.07,1,252.29,1,5.01,1,82.15
71,2014-03-13,1,302.41,1,49.59,1,182.13,1,252.23,1,4.99,1,80.98
72,2014-03-14,1,303.38,1,49.58,1,182.1,1,254.07,1,5.0,1,81.88
73,2014-03-15,1,302.4,1,49.58,1,182.1,1,252.5,1,4.97,1,81.6
74,2014-03-16,1,302.4,1,49.58,1,182.1,1,252.5,1,4.97,1,81.6
75,2014-03-17,1,302.4,1,49.58,1,182.1,1,252.5,1,4.97,1,81.6
76,2014-03-18,1,303.11,1,49.57,1,182.06,1,253.17,1,4.96,1,81.97
77,2014-03-19,1,302.29,1,49.57,1,182.06,1,253.3,1,4.98,1,81.79
78,2014-03-20,1,302.55,1,49.57,1,182.04,1,253.27,1,5.05,1,82.09
79,2014-03-21,1,301.35,1,49.56,1,182.02,1,251.57,1,5.03,1,81.42
80,2014-03-22,1,301.35,1,49.56,1,182.02,1,251.57,1,5.03,1,81.42
81,2014-03-23,1,301.35,1,49.56,1,182.02,1,251.57,1,5.03,1,81.42
82,2014-03-24,1,301.35,1,49.56,1,182.02,1,251.57,1,5.03,1,81.42
83,2014-03-25,1,301.35,1,49.56,1,182.02,1,251.57,1,5.03,1,81.42
84,2014-03-26,1,301.35,1,49.56,1,182.02,1,251.57,1,5.03,1,81.42
85,2014-03-27,1,301.03,1,49.57,1,182.08,1,251.16,1,5.14,1,82.05
86,2014-03-28,1,301.55,1,49.56,1,182.05,1,250.56,1,5.12,1,82.86
87,2014-03-29,1,302.59,1,49.57,1,182.04,1,249.7,1,5.09,1,83.12
88,2014-03-30,1,302.59,1,49.57,1,182.04,1,249.7,1,5.09,1,83.12
89,2014-03-31,1,302.59,1,49.57,1,182.04,1,249.7,1,5.09,1,83.12
90,2014-04-01,1,302.62,1,49.57,1,182.06,1,250.21,1,5.11,1,84.29
91,2014-04-02,1,303.07,1,49.57,1,182.07,1,251.22,1,5.19,1,84.72
92,2014-04-03,1,303.03,1,49.56,1,182.03,1,251.0,1,5.15,1,85.17
93,2014-04-04,1,302.08,1,49.56,1,182.02,1,250.5,1,5.12,1,85.16
94,2014-04-05,1,302.06,1,49.56,1,182.05,1,249.5,1,5.14,1,85.23
95,2014-04-06,1,302.06,1,49.56,1,182.05,1,249.5,1,5.14,1,85.23
96,2014-04-07,1,302.06,1,49.56,1,182.05,1,249.5,1,5.14,1,85.23
97,2014-04-08,1,301.64,1,49.56,1,182.03,1,249.58,1,5.12,1,86.1
98,2014-04-09,1,304.12,1,49.56,1,182.04,1,250.61,1,5.13,1,86.82
99,2014-04-10,1,304.64,1,49.57,1,182.07,1,251.11,1,5.1,1,86.71
100,2014-04-11,1,305.27,1,49.55,1,182.01,1,252.21,1,5.12,1,86.55
101,2014-04-12,1,305.16,1,49.56,1,182.02,1,252.72,1,5.11,1,86.12
102,2014-04-13,1,305.16,1,49.56,1,182.02,1,252.72,1,5.11,1,86.12
103,2014-04-14,1,305.16,1,49.56,1,182.02,1,252.72,1,5.11,1,86.12
104,2014-04-15,1,304.28,1,49.56,1,182.03,1,251.55,1,5.06,1,85.53
105,2014-04-16,1,304.29,1,49.57,1,182.07,1,251.2,1,5.06,1,85.62
106,2014-04-17,1,305.97,1,49.56,1,182.03,1,251.95,1,5.05,1,85.4
107,2014-04-18,1,306.43,1,49.57,1,182.06,1,252.06,1,5.07,1,85.43
108,2014-04-19,1,305.48,1,49.57,1,182.05,1,251.54,1,5.12,1,85.57
109,2014-04-20,1,305.48,1,49.57,1,182.05,1,251.54,1,5.12,1,85.57
110,2014-04-21,1,305.48,1,49.57,1,182.05,1,251.54,1,5.12,1,85.57
111,2014-04-22,1,306.17,1,49.57,1,182.07,1,251.78,1,5.11,1,85.28
112,2014-04-23,1,306.16,1,49.56,1,182.02,1,251.3,1,5.1,1,85.22
113,2014-04-24,1,306.09,1,49.55,1,182.01,1,252.05,1,5.1,1,84.85
114,2014-04-25,1,305.52,1,49.55,1,182.01,1,251.48,1,5.1,1,84.97
115,2014-04-26,1,305.94,1,49.55,1,182.01,1,251.83,1,5.06,1,85.18
116,2014-04-27,1,305.94,1,49.55,1,182.01,1,251.83,1,5.06,1,85.18
117,2014-04-28,1,305.94,1,49.55,1,182.01,1,251.83,1,5.06,1,85.18
118,2014-04-29,1,306.56,1,49.56,1,182.02,1,252.5,1,5.05,1,85.5
119,2014-04-30,1,305.97,1,49.56,1,182.05,1,252.45,1,5.1,1,86.03
120,2014-05-01,1,306.17,1,49.57,1,182.06,1,251.68,1,5.1,1,86.06
121,2014-05-02,1,306.17,1,49.57,1,182.06,1,251.68,1,5.1,1,86.06
122,2014-05-03,1,306.17,1,49.57,1,182.06,1,251.68,1,5.1,1,86.06
123,2014-05-04,1,306.17,1,49.57,1,182.06,1,251.68,1,5.1,1,86.06
124,2014-05-05,1,307.01,1,49.56,1,182.02,1,252.46,1,5.08,1,86.59
125,2014-05-06,1,307.12,1,49.56,1,182.02,1,252.55,1,5.09,1,86.9
126,2014-05-07,1,308.32,1,49.55,1,182.01,1,253.47,1,5.11,1,86.84
127,2014-05-08,1,308.32,1,49.55,1,182.01,1,253.47,1,5.11,1,86.84
128,2014-05-09,1,308.32,1,49.55,1,182.01,1,253.47,1,5.11,1,86.84
129,2014-05-10,1,308.32,1,49.55,1,182.01,1,253.47,1,5.11,1,86.84
130,2014-05-11,1,308.32,1,49.55,1,182.01,1,253.47,1,5.11,1,86.84
131,2014-05-12,1,306.89,1,49.59,1,182.14,1,250.57,1,5.17,1,87.76
132,2014-05-13,1,307.43,1,49.56,1,182.04,1,250.6,1,5.19,1,87.71
133,2014-05-14,1,306.65,1,49.56,1,182.02,1,250.2,1,5.22,1,87.81
134,2014-05-15,1,306.06,1,49.56,1,182.05,1,249.81,1,5.24,1,88.1
135,2014-05-16,1,304.99,1,49.56,1,182.03,1,248.82,1,5.25,1,87.72
136,2014-05-17,1,305.83,1,49.55,1,182.01,1,249.64,1,5.23,1,86.75
137,2014-05-18,1,305.83,1,49.55,1,182.01,1,249.64,1,5.23,1,86.75
138,2014-05-19,1,305.83,1,49.55,1,182.01,1,249.64,1,5.23,1,86.75
139,2014-05-20,1,305.96,1,49.55,1,182.01,1,249.54,1,5.26,1,86.88
140,2014-05-21,1,306.62,1,49.61,1,182.2,1,249.3,1,5.26,1,86.56
141,2014-05-22,1,308.18,1,49.66,1,182.41,1,250.1,1,5.29,1,86.53
142,2014-05-23,1,307.63,1,49.67,1,182.42,1,249.48,1,5.31,1,87.13
143,2014-05-24,1,307.9,1,49.75,1,182.74,1,248.91,1,5.33,1,87.65
144,2014-05-25,1,307.9,1,49.75,1,182.74,1,248.91,1,5.33,1,87.65
145,2014-05-26,1,307.9,1,49.75,1,182.74,1,248.91,1,5.33,1,87.65
146,2014-05-27,1,308.15,1,49.8,1,182.92,1,249.52,1,5.36,1,87.67
147,2014-05-28,1,308.98,1,49.95,1,183.46,1,250.29,1,5.36,1,87.63
148,2014-05-29,1,308.45,1,50.09,1,183.96,1,250.57,1,5.33,1,87.35
149,2014-05-30,1,307.0,1,49.96,1,183.5,1,249.87,1,5.31,1,87.78
150,2014-05-31,1,307.0,1,49.96,1,183.5,1,249.73,1,5.28,1,87.67
151,2014-06-01,1,307.0,1,49.96,1,183.5,1,249.73,1,5.28,1,87.67
152,2014-06-02,1,307.0,1,49.96,1,183.5,1,249.73,1,5.28,1,87.67
153,2014-06-03,1,307.09,1,49.96,1,183.51,1,249.48,1,5.26,1,87.55
154,2014-06-04,1,307.66,1,49.96,1,183.49,1,249.56,1,5.25,1,87.38
155,2014-06-05,1,307.01,1,49.96,1,183.51,1,249.72,1,5.22,1,86.33
156,2014-06-06,1,307.53,1,49.96,1,183.51,1,249.76,1,5.26,1,86.94
157,2014-06-07,1,308.39,1,49.96,1,183.51,1,250.2,1,5.3,1,87.85
158,2014-06-08,1,308.39,1,49.96,1,183.51,1,250.2,1,5.3,1,87.85
159,2014-06-09,1,308.39,1,49.96,1,183.51,1,250.2,1,5.3,1,87.85
160,2014-06-10,1,308.54,1,49.96,1,183.51,1,250.27,1,5.35,1,88.37
161,2014-06-11,1,308.37,1,49.96,1,183.51,1,248.77,1,5.34,1,87.88
162,2014-06-12,1,308.19,1,49.96,1,183.51,1,248.23,1,5.34,1,87.96
163,2014-06-13,1,308.9,1,49.96,1,183.51,1,248.27,1,5.34,1,86.97
164,2014-06-14,1,311.54,1,49.96,1,183.51,1,249.06,1,5.33,1,86.62
165,2014-06-15,1,311.54,1,49.96,1,183.51,1,249.06,1,5.33,1,86.62
166,2014-06-16,1,311.54,1,49.96,1,183.51,1,249.06,1,5.33,1,86.62
167,2014-06-17,1,311.45,1,49.96,1,183.51,1,248.22,1,5.3,1,85.95
168,2014-06-18,1,311.09,1,49.96,1,183.51,1,249.02,1,5.27,1,85.75
169,2014-06-19,1,310.83,1,49.96,1,183.51,1,248.71,1,5.29,1,85.43
170,2014-06-20,1,312.3,1,49.96,1,183.51,1,250.12,1,5.36,1,86.14
171,2014-06-21,1,313.03,1,49.96,1,183.51,1,249.76,1,5.34,1,86.05
172,2014-06-22,1,313.03,1,49.96,1,183.51,1,249.76,1,5.34,1,86.05
173,2014-06-23,1,313.03,1,49.96,1,183.51,1,249.76,1,5.34,1,86.05
174,2014-06-24,1,312.34,1,49.96,1,183.5,1,249.23,1,5.35,1,85.63
175,2014-06-25,1,311.55,1,49.96,1,183.49,1,249.93,1,5.39,1,86.04
176,2014-06-26,1,311.47,1,49.96,1,183.51,1,249.76,1,5.42,1,85.87
177,2014-06-27,1,312.19,1,49.96,1,183.5,1,249.93,1,5.44,1,86.2
178,2014-06-28,1,312.41,1,49.97,1,183.51,1,249.92,1,5.45,1,86.37
179,2014-06-29,1,312.41,1,49.97,1,183.51,1,249.92,1,5.45,1,86.37
180,2014-06-30,1,312.41,1,49.97,1,183.51,1,249.92,1,5.45,1,86.37
181,2014-07-01,1,312.35,1,49.97,1,183.52,1,250.6,1,5.4,1,86.44
182,2014-07-02,1,314.35,1,49.97,1,183.52,1,251.06,1,5.35,1,86.59
183,2014-07-03,1,314.98,1,49.96,1,183.52,1,250.71,1,5.36,1,86.12
184,2014-07-04,1,314.52,1,49.96,1,183.52,1,250.6,1,5.36,1,86.14
185,2014-07-05,1,314.7,1,49.97,1,183.52,1,249.37,1,5.34,1,86.13
186,2014-07-06,1,314.7,1,49.97,1,183.52,1,249.37,1,5.34,1,86.13
187,2014-07-07,1,314.7,1,49.97,1,183.52,1,249.37,1,5.34,1,86.13
188,2014-07-08,1,314.7,1,49.97,1,183.52,1,249.37,1,5.34,1,86.13
189,2014-07-09,1,313.71,1,49.96,1,183.52,1,249.53,1,5.35,1,86.28
190,2014-07-10,1,314.08,1,49.97,1,183.52,1,249.79,1,5.38,1,86.42
191,2014-07-11,1,314.11,1,49.97,1,183.52,1,250.23,1,5.4,1,86.53
192,2014-07-12,1,314.37,1,49.97,1,183.52,1,249.81,1,5.39,1,86.42
193,2014-07-13,1,314.37,1,49.97,1,183.52,1,249.81,1,5.39,1,86.42
194,2014-07-14,1,314.37,1,49.97,1,183.52,1,249.81,1,5.39,1,86.42
195,2014-07-15,1,314.17,1,49.97,1,183.52,1,250.12,1,5.35,1,86.65
196,2014-07-16,1,314.52,1,49.97,1,183.52,1,249.55,1,5.34,1,86.61
197,2014-07-17,1,314.28,1,49.96,1,183.52,1,248.5,1,5.34,1,86.43
198,2014-07-18,1,314.04,1,49.96,1,183.52,1,248.34,1,5.26,1,86.46
199,2014-07-19,1,313.93,1,49.96,1,183.52,1,248.28,1,5.24,1,86.4
200,2014-07-20,1,313.93,1,49.96,1,183.52,1,248.28,1,5.24,1,86.4
201,2014-07-21,1,313.93,1,49.96,1,183.52,1,248.28,1,5.24,1,86.4
202,2014-07-22,1,313.95,1,49.97,1,183.53,1,248.3,1,5.24,1,86.41
203,2014-07-23,1,313.3,1,49.97,1,183.53,1,247.6,1,5.24,1,86.63
204,2014-07-24,1,313.1,1,49.97,1,183.53,1,247.16,1,5.27,1,87.83
205,2014-07-25,1,312.22,1,49.96,1,183.52,1,247.42,1,5.24,1,87.85
206,2014-07-26,1,311.42,1,49.97,1,183.52,1,246.72,1,5.23,1,87.63
207,2014-07-27,1,311.42,1,49.97,1,183.52,1,246.72,1,5.23,1,87.63
208,2014-07-28,1,311.42,1,49.97,1,183.52,1,246.72,1,5.23,1,87.63
209,2014-07-29,1,311.6,1,49.97,1,183.52,1,246.61,1,5.19,1,87.51
210,2014-07-30,1,311.67,1,49.97,1,183.53,1,246.63,1,5.15,1,87.19
211,2014-07-31,1,310.73,1,49.97,1,183.53,1,245.93,1,5.14,1,86.63
212,2014-08-01,1,309.32,1,49.9,1,183.28,1,245.41,1,5.16,1,85.86
213,2014-08-02,1,306.51,1,49.57,1,182.08,1,243.79,1,5.09,1,84.87
214,2014-08-03,1,306.51,1,49.57,1,182.08,1,243.79,1,5.09,1,84.87
215,2014-08-04,1,306.51,1,49.57,1,182.08,1,243.79,1,5.09,1,84.87
216,2014-08-05,1,306.32,1,49.56,1,182.05,1,244.42,1,5.1,1,85.51
217,2014-08-06,1,307.25,1,49.56,1,182.04,1,243.82,1,5.09,1,85.65
218,2014-08-07,1,306.45,1,49.55,1,182.0,1,243.17,1,5.03,1,84.22
219,2014-08-08,1,306.42,1,49.55,1,182.0,1,243.41,1,5.03,1,84.36
220,2014-08-09,1,305.83,1,49.55,1,182.0,1,243.63,1,4.99,1,83.69
221,2014-08-10,1,305.83,1,49.55,1,182.0,1,243.63,1,4.99,1,83.69
222,2014-08-11,1,305.83,1,49.55,1,182.0,1,243.63,1,4.99,1,83.69
223,2014-08-12,1,305.54,1,49.55,1,182.0,1,243.66,1,5.03,1,84.45
224,2014-08-13,1,305.18,1,49.55,1,182.0,1,242.9,1,5.04,1,84.21
225,2014-08-14,1,305.81,1,49.55,1,182.0,1,242.93,1,5.02,1,84.19
226,2014-08-15,1,303.45,1,49.55,1,182.0,1,243.15,1,5.05,1,84.3
227,2014-08-16,1,303.85,1,49.55,1,182.0,1,243.57,1,5.06,1,84.55
228,2014-08-17,1,303.85,1,49.55,1,182.0,1,243.57,1,5.06,1,84.55
229,2014-08-18,1,303.85,1,49.55,1,182.0,1,243.57,1,5.06,1,84.55
230,2014-08-19,1,304.47,1,49.55,1,182.0,1,243.59,1,5.05,1,83.87
231,2014-08-20,1,303.01,1,49.55,1,182.0,1,243.04,1,5.03,1,84.1
232,2014-08-21,1,302.99,1,49.55,1,182.0,1,241.93,1,5.02,1,84.03
233,2014-08-22,1,301.74,1,49.55,1,182.0,1,241.5,1,5.01,1,83.64
234,2014-08-23,1,301.88,1,49.55,1,182.0,1,241.71,1,5.03,1,83.62
235,2014-08-24,1,301.88,1,49.55,1,182.0,1,241.71,1,5.03,1,83.62
236,2014-08-25,1,301.88,1,49.55,1,182.0,1,241.71,1,5.03,1,83.62
237,2014-08-26,1,301.72,1,49.55,1,182.0,1,240.19,1,5.03,1,83.6
238,2014-08-27,1,301.63,1,49.55,1,182.0,1,240.11,1,5.03,1,83.89
239,2014-08-28,1,301.52,1,49.55,1,182.0,1,239.89,1,5.04,1,84.2
240,2014-08-29,1,301.99,1,49.55,1,182.0,1,240.29,1,4.99,1,84.25
241,2014-08-30,1,302.07,1,49.55,1,182.0,1,239.82,1,4.94,1,84.36
242,2014-08-31,1,302.07,1,49.55,1,182.0,1,239.82,1,4.94,1,84.36
243,2014-09-01,1,302.07,1,49.55,1,182.0,1,239.82,1,4.94,1,84.36
244,2014-09-02,1,302.07,1,49.55,1,182.0,1,239.82,1,4.94,1,84.36
245,2014-09-03,1,301.12,1,49.55,1,182.0,1,238.73,1,4.87,1,84.01
246,2014-09-04,1,299.92,1,49.55,1,182.0,1,239.11,1,4.93,1,84.12
247,2014-09-05,1,299.5,1,49.55,1,182.0,1,239.26,1,4.92,1,84.29
248,2014-09-06,1,296.9,1,49.55,1,182.0,1,235.71,1,4.93,1,83.98
249,2014-09-07,1,296.9,1,49.55,1,182.0,1,235.71,1,4.93,1,83.98
250,2014-09-08,1,296.9,1,49.55,1,182.0,1,235.71,1,4.93,1,83.98
251,2014-09-09,1,293.73,1,49.55,1,182.0,1,235.53,1,4.91,1,84.06
252,2014-09-10,1,293.17,1,49.55,1,182.0,1,234.33,1,4.91,1,83.07
253,2014-09-11,1,292.29,1,49.55,1,182.0,1,235.49,1,4.89,1,82.56
254,2014-09-12,1,295.31,1,49.55,1,182.0,1,235.27,1,4.86,1,83.01
255,2014-09-13,1,295.47,1,49.54,1,181.95,1,235.1,1,4.83,1,82.59
256,2014-09-14,1,295.47,1,49.54,1,181.95,1,235.1,1,4.83,1,82.59
257,2014-09-15,1,295.47,1,49.54,1,181.95,1,235.1,1,4.83,1,82.59
258,2014-09-16,1,295.81,1,49.54,1,181.95,1,235.12,1,4.78,1,82.02
259,2014-09-17,1,294.29,1,49.54,1,181.95,1,235.44,1,4.71,1,82.32
260,2014-09-18,1,296.47,1,49.54,1,181.95,1,235.81,1,4.74,1,82.42
261,2014-09-19,1,296.61,1,49.54,1,181.95,1,234.48,1,4.74,1,82.0
262,2014-09-20,1,298.07,1,49.54,1,181.95,1,234.13,1,4.73,1,81.82
263,2014-09-21,1,298.07,1,49.54,1,181.95,1,234.13,1,4.73,1,81.82
264,2014-09-22,1,298.07,1,49.54,1,181.95,1,234.13,1,4.73,1,81.82
265,2014-09-23,1,297.38,1,49.54,1,181.95,1,233.75,1,4.71,1,81.05
266,2014-09-24,1,297.42,1,49.52,1,181.9,1,234.32,1,4.71,1,81.49
267,2014-09-25,1,298.21,1,49.52,1,181.88,1,233.64,1,4.74,1,81.4
268,2014-09-26,1,296.54,1,49.52,1,181.88,1,231.5,1,4.73,1,81.02
269,2014-09-27,1,297.02,1,49.53,1,181.9,1,231.85,1,4.68,1,80.65
270,2014-09-28,1,297.02,1,49.53,1,181.9,1,231.85,1,4.68,1,80.65
271,2014-09-29,1,297.02,1,49.53,1,181.9,1,231.85,1,4.68,1,80.65
272,2014-09-30,1,295.19,1,49.53,1,181.9,1,230.56,1,4.6,1,79.7
273,2014-10-01,1,295.17,1,49.52,1,181.9,1,229.74,1,4.62,1,79.99
274,2014-10-02,1,294.35,1,49.52,1,181.9,1,229.21,1,4.58,1,79.54
275,2014-10-03,1,294.26,1,49.52,1,181.9,1,229.92,1,4.6,1,80.19
276,2014-10-04,1,292.59,1,49.52,1,181.9,1,229.76,1,4.58,1,79.9
277,2014-10-05,1,292.59,1,49.52,1,181.9,1,229.76,1,4.58,1,79.9
278,2014-10-06,1,292.59,1,49.52,1,181.9,1,229.76,1,4.58,1,79.9
279,2014-10-07,1,290.63,1,49.5,1,181.8,1,228.05,1,4.55,1,79.63
280,2014-10-08,1,292.28,1,49.5,1,181.8,1,229.58,1,4.57,1,80.25
281,2014-10-09,1,292.21,1,49.5,1,181.8,1,230.23,1,4.55,1,79.47
282,2014-10-10,1,294.46,1,49.5,1,181.8,1,231.98,1,4.55,1,80.34
283,2014-10-11,1,292.06,1,49.5,1,181.8,1,230.3,1,4.51,1,79.84
284,2014-10-12,1,292.06,1,49.5,1,181.8,1,230.3,1,4.51,1,79.84
285,2014-10-13,1,292.06,1,49.5,1,181.8,1,230.3,1,4.51,1,79.84
286,2014-10-14,1,292.35,1,49.5,1,181.8,1,230.36,1,4.5,1,80.03
287,2014-10-15,1,290.28,1,49.5,1,181.8,1,230.2,1,4.47,1,79.67
288,2014-10-16,1,288.89,1,49.42,1,181.52,1,229.48,1,4.43,1,79.94
289,2014-10-17,1,290.36,1,49.41,1,181.5,1,232.47,1,4.45,1,79.92
290,2014-10-18,1,292.22,1,49.41,1,181.5,1,232.77,1,4.43,1,80.61
291,2014-10-19,1,292.22,1,49.41,1,181.5,1,232.77,1,4.43,1,80.61
292,2014-10-20,1,292.22,1,49.41,1,181.5,1,232.77,1,4.43,1,80.61
293,2014-10-21,1,292.54,1,49.41,1,181.5,1,231.5,1,4.43,1,80.84
294,2014-10-22,1,293.26,1,49.37,1,181.34,1,232.37,1,4.43,1,81.01
295,2014-10-23,1,290.02,1,49.28,1,180.99,1,229.75,1,4.42,1,80.55
296,2014-10-24,1,289.57,1,49.24,1,180.87,1,228.98,1,4.35,1,80.8
297,2014-10-25,1,290.31,1,49.24,1,180.87,1,228.8,1,4.32,1,80.81
298,2014-10-26,1,290.31,1,49.24,1,180.87,1,228.8,1,4.32,1,80.81
299,2014-10-27,1,290.31,1,49.24,1,180.87,1,228.8,1,4.32,1,80.81
300,2014-10-28,1,291.4,1,49.24,1,180.87,1,229.47,1,4.31,1,80.89
301,2014-10-29,1,291.0,1,49.24,1,180.87,1,229.54,1,4.25,1,81.09
302,2014-10-30,1,291.71,1,49.24,1,180.87,1,230.21,1,4.23,1,82.27
303,2014-10-31,1,288.81,1,49.24,1,180.87,1,227.08,1,4.17,1,81.47
304,2014-11-01,1,289.08,1,49.24,1,180.87,1,227.37,1,4.28,1,82.45
305,2014-11-02,1,289.08,1,49.24,1,180.87,1,227.37,1,4.28,1,82.45
306,2014-11-03,1,289.08,1,49.24,1,180.87,1,227.37,1,4.28,1,82.45
